"WGS84.LAT","WGS84.LNG","ALTITUDE","AREA","MUNICIPALITY","Date.when.ovitrap.installed","Date.when.ovitrap.collected","No..Days.ovitrap.in.field","Week.when.ovitrap.collected","No..eggs.AEDES","No..Eggs.AEDES.in.14.days","TRAP.ID.fac","Day.ovitrap.collected","no.eggs.normalised.14.days"
45.787266,8.901817,373,"Non-intervention","Malnate",2019-06-05,2019-06-20,15,25,0,0,"MAL-6a",171,0
45.787266,8.901817,373,"Non-intervention","Malnate",2019-06-20,2019-07-04,14,27,154,154,"MAL-6a",185,154
45.787266,8.901817,373,"Non-intervention","Malnate",2019-07-04,2019-07-17,13,29,23,24.7692307692308,"MAL-6a",198,24.7692307692308
45.787266,8.901817,373,"Non-intervention","Malnate",2019-07-17,2019-08-01,15,31,325,303.333333333333,"MAL-6a",213,303.333333333333
45.787266,8.901817,373,"Non-intervention","Malnate",2019-08-01,2019-08-12,11,33,271,344.909090909091,"MAL-6a",224,344.909090909091
45.787266,8.901817,373,"Non-intervention","Malnate",2019-08-12,2019-08-29,17,35,579,476.823529411765,"MAL-6a",241,476.823529411765
45.787266,8.901817,373,"Non-intervention","Malnate",2019-08-29,2019-09-12,14,37,336,336,"MAL-6a",255,336
45.787266,8.901817,373,"Non-intervention","Malnate",2019-09-12,2019-09-27,15,39,20,18.6666666666667,"MAL-6a",270,18.6666666666667
45.787266,8.901817,373,"Non-intervention","Malnate",2019-09-27,2019-10-10,13,41,3,3.23076923076923,"MAL-6a",283,3.23076923076923
45.84271,9.03975,223,"Non-intervention","Maslianico",2019-05-20,2019-06-05,16,23,16,14,"MSL-1a",156,14
45.84271,9.03975,223,"Non-intervention","Maslianico",2019-06-05,2019-06-18,13,25,69,74.3076923076923,"MSL-1a",169,74.3076923076923
45.84271,9.03975,223,"Non-intervention","Maslianico",2019-06-18,2019-07-03,15,27,208,194.133333333333,"MSL-1a",184,194.133333333333
45.84271,9.03975,223,"Non-intervention","Maslianico",2019-07-03,2019-07-16,13,29,285,306.923076923077,"MSL-1a",197,306.923076923077
45.84271,9.03975,223,"Non-intervention","Maslianico",2019-07-16,2019-07-30,14,31,564,564,"MSL-1a",211,564
45.84271,9.03975,223,"Non-intervention","Maslianico",2019-07-30,2019-08-13,14,33,97,97,"MSL-1a",225,97
45.84271,9.03975,223,"Non-intervention","Maslianico",2019-08-13,2019-08-26,13,35,83,89.3846153846154,"MSL-1a",238,89.3846153846154
45.84271,9.03975,223,"Non-intervention","Maslianico",2019-08-26,2019-09-11,16,37,124,108.5,"MSL-1a",254,108.5
45.84271,9.03975,223,"Non-intervention","Maslianico",2019-09-11,2019-09-27,16,39,161,140.875,"MSL-1a",270,140.875
45.84271,9.03975,223,"Non-intervention","Maslianico",2019-09-27,2019-10-10,13,41,78,84,"MSL-1a",283,84
45.84268,9.04556,224,"Non-intervention","Maslianico",2019-05-20,2019-06-05,16,23,0,0,"MSL-2a",156,0
45.84268,9.04556,224,"Non-intervention","Maslianico",2019-06-05,2019-06-18,13,25,70,75.3846153846154,"MSL-2a",169,75.3846153846154
45.84268,9.04556,224,"Non-intervention","Maslianico",2019-06-18,2019-07-03,15,27,131,122.266666666667,"MSL-2a",184,122.266666666667
45.84268,9.04556,224,"Non-intervention","Maslianico",2019-07-03,2019-07-16,13,29,186,200.307692307692,"MSL-2a",197,200.307692307692
45.84268,9.04556,224,"Non-intervention","Maslianico",2019-07-16,2019-07-30,14,31,302,302,"MSL-2a",211,302
45.84268,9.04556,224,"Non-intervention","Maslianico",2019-07-30,2019-08-13,14,33,199,199,"MSL-2a",225,199
45.84268,9.04556,224,"Non-intervention","Maslianico",2019-08-13,2019-08-26,13,35,304,327.384615384615,"MSL-2a",238,327.384615384615
45.84268,9.04556,224,"Non-intervention","Maslianico",2019-08-26,2019-09-11,16,37,385,336.875,"MSL-2a",254,336.875
45.84268,9.04556,224,"Non-intervention","Maslianico",2019-09-11,2019-09-27,16,39,198,173.25,"MSL-2a",270,173.25
45.84268,9.04556,224,"Non-intervention","Maslianico",2019-09-27,2019-10-10,13,41,0,0,"MSL-2a",283,0
45.84113,9.04714,217,"Non-intervention","Maslianico",2019-05-20,2019-06-05,16,23,0,0,"MSL-3a",156,0
45.84113,9.04714,217,"Non-intervention","Maslianico",2019-06-05,2019-06-18,13,25,9,9.69230769230769,"MSL-3a",169,9.69230769230769
45.84113,9.04714,217,"Non-intervention","Maslianico",2019-06-18,2019-07-03,15,27,116,108.266666666667,"MSL-3a",184,108.266666666667
45.84113,9.04714,217,"Non-intervention","Maslianico",2019-07-03,2019-07-16,13,29,77,82.9230769230769,"MSL-3a",197,82.9230769230769
45.84113,9.04714,217,"Non-intervention","Maslianico",2019-07-16,2019-07-30,14,31,101,101,"MSL-3a",211,101
45.84113,9.04714,217,"Non-intervention","Maslianico",2019-08-26,2019-09-11,16,37,160,140,"MSL-3a",254,140
45.84113,9.04714,217,"Non-intervention","Maslianico",2019-09-11,2019-09-27,16,39,91,79.625,"MSL-3a",270,79.625
45.84113,9.04714,217,"Non-intervention","Maslianico",2019-09-27,2019-10-10,13,41,81,87.2307692307692,"MSL-3a",283,87.2307692307692
45.83961,9.0516,214,"Non-intervention","Maslianico",2019-05-20,2019-06-05,16,23,26,22.75,"MSL-4a",156,22.75
45.83961,9.0516,214,"Non-intervention","Maslianico",2019-06-05,2019-06-18,13,25,16,17.2307692307692,"MSL-4a",169,17.2307692307692
45.83961,9.0516,214,"Non-intervention","Maslianico",2019-06-18,2019-07-03,15,27,148,138.133333333333,"MSL-4a",184,138.133333333333
45.83961,9.0516,214,"Non-intervention","Maslianico",2019-07-03,2019-07-16,13,29,279,300.461538461538,"MSL-4a",197,300.461538461538
45.83961,9.0516,214,"Non-intervention","Maslianico",2019-07-16,2019-07-30,14,31,139,139,"MSL-4a",211,139
45.83961,9.0516,214,"Non-intervention","Maslianico",2019-07-30,2019-08-13,14,33,131,131,"MSL-4a",225,131
45.83961,9.0516,214,"Non-intervention","Maslianico",2019-08-13,2019-08-26,13,35,201,216.461538461538,"MSL-4a",238,216.461538461538
45.83961,9.0516,214,"Non-intervention","Maslianico",2019-08-26,2019-09-11,16,37,232,203,"MSL-4a",254,203
45.83961,9.0516,214,"Non-intervention","Maslianico",2019-09-27,2019-10-10,13,41,0,0,"MSL-4a",283,0
45.84606,9.04832,319,"Non-intervention","Maslianico",2019-05-20,2019-06-05,16,23,19,16.625,"MSL-5a",156,16.625
45.84606,9.04832,319,"Non-intervention","Maslianico",2019-07-03,2019-07-16,13,29,211,227.230769230769,"MSL-5a",197,227.230769230769
45.84606,9.04832,319,"Non-intervention","Maslianico",2019-07-16,2019-07-30,14,31,1073,1073,"MSL-5a",211,1073
45.84606,9.04832,319,"Non-intervention","Maslianico",2019-07-30,2019-08-13,14,33,566,566,"MSL-5a",225,566
45.84606,9.04832,319,"Non-intervention","Maslianico",2019-08-13,2019-08-26,13,35,459,494.307692307692,"MSL-5a",238,494.307692307692
45.84606,9.04832,319,"Non-intervention","Maslianico",2019-08-26,2019-09-11,16,37,475,415.625,"MSL-5a",254,415.625
45.84606,9.04832,319,"Non-intervention","Maslianico",2019-09-11,2019-09-27,16,39,559,489.125,"MSL-5a",270,489.125
45.84606,9.04832,319,"Non-intervention","Maslianico",2019-09-27,2019-10-10,13,41,78,84,"MSL-5a",283,84
45.8433,9.05106,244,"Non-intervention","Maslianico",2019-05-20,2019-06-05,16,23,102,89.25,"MSL-6a",156,89.25
45.8433,9.05106,244,"Non-intervention","Maslianico",2019-06-05,2019-06-18,13,25,352,379.076923076923,"MSL-6a",169,379.076923076923
45.8433,9.05106,244,"Non-intervention","Maslianico",2019-06-18,2019-07-03,15,27,188,175.466666666667,"MSL-6a",184,175.466666666667
45.8433,9.05106,244,"Non-intervention","Maslianico",2019-07-03,2019-07-16,13,29,218,234.769230769231,"MSL-6a",197,234.769230769231
45.8433,9.05106,244,"Non-intervention","Maslianico",2019-07-16,2019-07-30,14,31,615,615,"MSL-6a",211,615
45.8433,9.05106,244,"Non-intervention","Maslianico",2019-07-30,2019-08-13,14,33,824,824,"MSL-6a",225,824
45.8433,9.05106,244,"Non-intervention","Maslianico",2019-08-13,2019-08-26,13,35,50,53.8461538461538,"MSL-6a",238,53.8461538461538
45.8433,9.05106,244,"Non-intervention","Maslianico",2019-08-26,2019-09-11,16,37,278,243.25,"MSL-6a",254,243.25
45.8433,9.05106,244,"Non-intervention","Maslianico",2019-09-11,2019-09-27,16,39,524,458.5,"MSL-6a",270,458.5
45.8433,9.05106,244,"Non-intervention","Maslianico",2019-09-27,2019-10-10,13,41,167,179.846153846154,"MSL-6a",283,179.846153846154
45.82244,8.95859,411,"Non-intervention","Uggiate-Trevano",2019-07-03,2019-07-16,13,29,78,84,"UTR-1a",197,84
45.82244,8.95859,411,"Non-intervention","Uggiate-Trevano",2019-07-16,2019-07-30,14,31,818,818,"UTR-1a",211,818
45.82244,8.95859,411,"Non-intervention","Uggiate-Trevano",2019-07-30,2019-08-13,14,33,864,864,"UTR-1a",225,864
45.82244,8.95859,411,"Non-intervention","Uggiate-Trevano",2019-08-13,2019-08-26,13,35,224,241.230769230769,"UTR-1a",238,241.230769230769
45.82244,8.95859,411,"Non-intervention","Uggiate-Trevano",2019-08-26,2019-09-11,16,37,313,273.875,"UTR-1a",254,273.875
45.82244,8.95859,411,"Non-intervention","Uggiate-Trevano",2019-09-11,2019-09-27,16,39,272,238,"UTR-1a",270,238
45.82244,8.95859,411,"Non-intervention","Uggiate-Trevano",2019-09-27,2019-10-10,13,41,10,10.7692307692308,"UTR-1a",283,10.7692307692308
45.82078,8.95462,401,"Non-intervention","Uggiate-Trevano",2019-06-05,2019-06-18,13,25,0,0,"UTR-2a",169,0
45.82078,8.95462,401,"Non-intervention","Uggiate-Trevano",2019-06-18,2019-07-03,15,27,33,30.8,"UTR-2a",184,30.8
45.82078,8.95462,401,"Non-intervention","Uggiate-Trevano",2019-07-16,2019-07-30,14,31,227,227,"UTR-2a",211,227
45.82078,8.95462,401,"Non-intervention","Uggiate-Trevano",2019-07-30,2019-08-13,14,33,258,258,"UTR-2a",225,258
45.82078,8.95462,401,"Non-intervention","Uggiate-Trevano",2019-08-13,2019-08-26,13,35,173,186.307692307692,"UTR-2a",238,186.307692307692
45.82078,8.95462,401,"Non-intervention","Uggiate-Trevano",2019-08-26,2019-09-11,16,37,248,217,"UTR-2a",254,217
45.82078,8.95462,401,"Non-intervention","Uggiate-Trevano",2019-09-11,2019-09-27,16,39,146,127.75,"UTR-2a",270,127.75
45.82078,8.95462,401,"Non-intervention","Uggiate-Trevano",2019-09-27,2019-10-10,13,41,38,40.9230769230769,"UTR-2a",283,40.9230769230769
45.82637,8.95026,420,"Non-intervention","Uggiate-Trevano",2019-06-18,2019-07-03,15,27,323,301.466666666667,"UTR-3a",184,301.466666666667
45.82637,8.95026,420,"Non-intervention","Uggiate-Trevano",2019-07-03,2019-07-16,13,29,74,79.6923076923077,"UTR-3a",197,79.6923076923077
45.82637,8.95026,420,"Non-intervention","Uggiate-Trevano",2019-07-16,2019-07-30,14,31,196,196,"UTR-3a",211,196
45.82637,8.95026,420,"Non-intervention","Uggiate-Trevano",2019-07-30,2019-08-13,14,33,257,257,"UTR-3a",225,257
45.82637,8.95026,420,"Non-intervention","Uggiate-Trevano",2019-08-13,2019-08-26,13,35,39,42,"UTR-3a",238,42
45.82637,8.95026,420,"Non-intervention","Uggiate-Trevano",2019-08-26,2019-09-11,16,37,270,236.25,"UTR-3a",254,236.25
45.82637,8.95026,420,"Non-intervention","Uggiate-Trevano",2019-09-11,2019-09-27,16,39,72,63,"UTR-3a",270,63
45.82637,8.95026,420,"Non-intervention","Uggiate-Trevano",2019-09-27,2019-10-10,13,41,0,0,"UTR-3a",283,0
45.82545,8.9588,414,"Non-intervention","Uggiate-Trevano",2019-06-05,2019-06-18,13,25,10,10.7692307692308,"UTR-4a",169,10.7692307692308
45.82545,8.9588,414,"Non-intervention","Uggiate-Trevano",2019-06-18,2019-07-03,15,27,95,88.6666666666667,"UTR-4a",184,88.6666666666667
45.82545,8.9588,414,"Non-intervention","Uggiate-Trevano",2019-07-03,2019-07-16,13,29,42,45.2307692307692,"UTR-4a",197,45.2307692307692
45.82545,8.9588,414,"Non-intervention","Uggiate-Trevano",2019-07-16,2019-07-30,14,31,210,210,"UTR-4a",211,210
45.82545,8.9588,414,"Non-intervention","Uggiate-Trevano",2019-08-13,2019-08-26,13,35,236,254.153846153846,"UTR-4a",238,254.153846153846
45.82545,8.9588,414,"Non-intervention","Uggiate-Trevano",2019-08-26,2019-09-11,16,37,110,96.25,"UTR-4a",254,96.25
45.82545,8.9588,414,"Non-intervention","Uggiate-Trevano",2019-09-11,2019-09-27,16,39,93,81.375,"UTR-4a",270,81.375
45.8228,8.96541,386,"Non-intervention","Uggiate-Trevano",2019-06-05,2019-06-18,13,25,774,833.538461538462,"UTR-5a",169,833.538461538462
45.8228,8.96541,386,"Non-intervention","Uggiate-Trevano",2019-06-18,2019-07-03,15,27,202,188.533333333333,"UTR-5a",184,188.533333333333
45.8228,8.96541,386,"Non-intervention","Uggiate-Trevano",2019-07-03,2019-07-16,13,29,478,514.769230769231,"UTR-5a",197,514.769230769231
45.8228,8.96541,386,"Non-intervention","Uggiate-Trevano",2019-07-16,2019-07-30,14,31,167,167,"UTR-5a",211,167
45.8228,8.96541,386,"Non-intervention","Uggiate-Trevano",2019-07-30,2019-08-13,14,33,304,304,"UTR-5a",225,304
45.8228,8.96541,386,"Non-intervention","Uggiate-Trevano",2019-08-13,2019-08-26,13,35,410,441.538461538462,"UTR-5a",238,441.538461538462
45.8228,8.96541,386,"Non-intervention","Uggiate-Trevano",2019-08-26,2019-09-11,16,37,544,476,"UTR-5a",254,476
45.8228,8.96541,386,"Non-intervention","Uggiate-Trevano",2019-09-11,2019-09-27,16,39,406,355.25,"UTR-5a",270,355.25
45.8228,8.96541,386,"Non-intervention","Uggiate-Trevano",2019-09-27,2019-10-10,13,41,66,71.0769230769231,"UTR-5a",283,71.0769230769231
45.82333,8.97321,372,"Non-intervention","Uggiate-Trevano",2019-06-05,2019-06-18,13,25,112,120.615384615385,"UTR-6a",169,120.615384615385
45.82333,8.97321,372,"Non-intervention","Uggiate-Trevano",2019-06-18,2019-07-03,15,27,167,155.866666666667,"UTR-6a",184,155.866666666667
45.82333,8.97321,372,"Non-intervention","Uggiate-Trevano",2019-07-03,2019-07-16,13,29,346,372.615384615385,"UTR-6a",197,372.615384615385
45.82333,8.97321,372,"Non-intervention","Uggiate-Trevano",2019-07-16,2019-07-30,14,31,313,313,"UTR-6a",211,313
45.82333,8.97321,372,"Non-intervention","Uggiate-Trevano",2019-07-30,2019-08-13,14,33,158,158,"UTR-6a",225,158
45.82333,8.97321,372,"Non-intervention","Uggiate-Trevano",2019-08-13,2019-08-26,13,35,369,397.384615384615,"UTR-6a",238,397.384615384615
45.82333,8.97321,372,"Non-intervention","Uggiate-Trevano",2019-08-26,2019-09-11,16,37,75,65.625,"UTR-6a",254,65.625
45.82333,8.97321,372,"Non-intervention","Uggiate-Trevano",2019-09-11,2019-09-27,16,39,101,88.375,"UTR-6a",270,88.375
45.82333,8.97321,372,"Non-intervention","Uggiate-Trevano",2019-09-27,2019-10-10,13,41,22,23.6923076923077,"UTR-6a",283,23.6923076923077
